Benbow_id	GI	NR_of_Genes	ATB_id	contig	containing_Genes	start	end	Strain	species_sylph	path
NC_004578.1	GI_37	7	SAMN35826683	SAMN35826683.contig00094	7	13636	16519	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826683.fa.gz
NC_004578.1	GI_37	7	SAMN35826658	SAMN35826658.contig00089	7	13635	16518	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826658.fa.gz
NC_004578.1	GI_37	7	SAMN35826676	SAMN35826676.contig00088	7	13615	16498	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826676.fa.gz
NC_004578.1	GI_4	9	SAMN35826700	SAMN35826700.contig00017	9	84070	94487	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826700.fa.gz
NC_004578.1	GI_4	9	SAMN35826660	SAMN35826660.contig00017	9	84070	94487	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826660.fa.gz
NC_004578.1	GI_4	9	SAMN05821322	SAMN05821322.contig00054	9	394	10814	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN05821322.fa.gz
NC_004578.1	GI_4	9	SAMN35826668	SAMN35826668.contig00016	9	84070	94487	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826668.fa.gz
NC_004578.1	GI_40	12	SAMN35826665	SAMN35826665.contig00068	11	21327	30748	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826665.fa.gz
NC_004578.1	GI_40	12	SAMN04943015	SAMN04943015.contig00091	11	1936	11357	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN04943015.fa.gz
NC_004578.1	GI_40	12	SAMN05421552	SAMN05421552.contig00032	11	7924	17344	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN05421552.fa.gz
NC_004578.1	GI_41	5	SAMEA8653899	SAMEA8653899.contig00003	4	28362	36232	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E viridiflava	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.134/SAMEA8653899.fa.gz
NC_004578.1	GI_41	5	SAMN16428191	SAMN16428191.contig00060	5	17017	24744	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN16428191.fa.gz
NC_004578.1	GI_41	5	SAMEA8653819	SAMEA8653819.contig00005	5	318324	326513	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E viridiflava	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.134/SAMEA8653819.fa.gz
NC_004578.1	GI_42	16	SAMN34299722	SAMN34299722.contig00108	13	926	11561	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299722.fa.gz
NC_004578.1	GI_42	16	SAMN34299725	SAMN34299725.contig00106	13	1899	12534	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299725.fa.gz
NC_004578.1	GI_42	16	SAMN39905137	SAMN39905137.contig00100	13	1931	12566	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN39905137.fa.gz
NC_004578.1	GI_42	16	SAMN35826675	SAMN35826675.contig00111	13	1889	12524	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826675.fa.gz
NC_004578.1	GI_43	1	SAMN35826708	SAMN35826708.contig00026	1	5008	5958	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826708.fa.gz
NC_004578.1	GI_43	1	SAMN35826680	SAMN35826680.contig00026	1	5008	5958	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826680.fa.gz
NC_004578.1	GI_43	1	SAMN07621519	SAMN07621519.contig00029	1	71237	72187	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN07621519.fa.gz
NC_004578.1	GI_45	4	SAMN04943029	SAMN04943029.contig00013	4	39327	44114	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN04943029.fa.gz
NC_004578.1	GI_45	4	SAMN01797595	SAMN01797595.contig00098	4	1311	6098	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN01797595.fa.gz
NC_004578.1	GI_45	4	SAMN35826677	SAMN35826677.contig00026	4	21726	26512	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826677.fa.gz
NC_004578.1	GI_46	5	SAMN17570306	SAMN17570306.contig00014	4	44816	50294	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E fulva	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.132/SAMN17570306.fa.gz
NC_004578.1	GI_46	5	SAMN35826684	SAMN35826684.contig00074	5	3933	12314	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826684.fa.gz
NC_004578.1	GI_47	9	SAMEA3283032	SAMEA3283032.contig00005	9	46216	54904	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E marginalis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.405/SAMEA3283032.fa.gz
NC_004578.1	GI_47	9	SAMN37746406	SAMN37746406.contig00003	9	173105	181793	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E marginalis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.148/SAMN37746406.fa.gz
NC_004578.1	GI_47	9	SAMN20750491	SAMN20750491.contig00042	8	33646	39299	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN20750491.fa.gz
NC_004578.1	GI_47	9	SAMN11129476	SAMN11129476.contig00002	9	91910	97959	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN11129476.fa.gz
NC_004578.1	GI_47	9	SAMN11129458	SAMN11129458.contig00003	9	34905	40954	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN11129458.fa.gz
NC_004578.1	GI_48	5	SAMN35826705	SAMN35826705.contig00081	5	1019	7441	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826705.fa.gz
NC_004578.1	GI_48	5	SAMN34299723	SAMN34299723.contig00079	5	16712	23134	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299723.fa.gz
NC_004578.1	GI_48	5	SAMN34299721	SAMN34299721.contig00079	5	1029	7451	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299721.fa.gz
NC_004578.1	GI_48	5	SAMN34299718	SAMN34299718.contig00078	5	16712	23134	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299718.fa.gz
NC_004578.1	GI_49	16	SAMN35826680	SAMN35826680.contig00036	16	692	31144	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826680.fa.gz
NC_004578.1	GI_49	16	SAMN34299713	SAMN34299713.contig00037	16	29663	60115	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299713.fa.gz
NC_004578.1	GI_5	4	SAMN35826676	SAMN35826676.contig00016	4	12442	16930	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826676.fa.gz
NC_004578.1	GI_5	4	SAMN34068130	SAMN34068130.contig00024	4	39962	44450	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34068130.fa.gz
NC_004578.1	GI_51	16	SAMN35826663	SAMN35826663.contig00090	15	8122	19885	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826663.fa.gz
NC_004578.1	GI_51	16	SAMN02471317	SAMN02471317.contig00001	15	1034798	1046561	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E tremae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.134/SAMN02471317.fa.gz
NC_004578.1	GI_51	16	SAMEA4587860	SAMEA4587860.contig00076	15	467	12230	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E cannabina	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.131/SAMEA4587860.fa.gz
NC_004578.1	GI_51	16	SAMN34299706	SAMN34299706.contig00089	15	8122	19885	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299706.fa.gz
NC_004578.1	GI_51	16	SAMN03992139	SAMN03992139.contig00069	13	236	10369	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E amygdali	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.131/SAMN03992139.fa.gz
NC_004578.1	GI_52	5	SAMN17147434	SAMN17147434.contig00071	4	2181	9016	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E cannabina	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.131/SAMN17147434.fa.gz
NC_004578.1	GI_52	5	SAMN02471317	SAMN02471317.contig00001	4	1023410	1030245	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E tremae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.134/SAMN02471317.fa.gz
NC_004578.1	GI_54	4	SAMN35826660	SAMN35826660.contig00061	4	8318	14841	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826660.fa.gz
NC_004578.1	GI_54	4	SAMN39905136	SAMN39905136.contig00066	4	19542	26065	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN39905136.fa.gz
NC_004578.1	GI_56	10	SAMN34299707	SAMN34299707.contig00003	14	475	10717	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299707.fa.gz
NC_004578.1	GI_56	10	SAMN35826673	SAMN35826673.contig00003	14	465	10707	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826673.fa.gz
NC_004578.1	GI_56	10	SAMN35826667	SAMN35826667.contig00003	14	465	10707	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826667.fa.gz
NC_004578.1	GI_56	10	SAMN35826671	SAMN35826671.contig00003	14	151793	162035	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826671.fa.gz
NC_004578.1	GI_58	6	SAMN34299729	SAMN34299729.contig00119	5	452	7818	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299729.fa.gz
NC_004578.1	GI_58	6	SAMN35826683	SAMN35826683.contig00125	5	976	8342	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826683.fa.gz
NC_004578.1	GI_58	6	SAMN34299705	SAMN34299705.contig00124	5	442	7808	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299705.fa.gz
NC_004578.1	GI_58	6	SAMN35826706	SAMN35826706.contig00123	5	442	7808	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826706.fa.gz
NC_004578.1	GI_58	6	SAMN12869242	SAMN12869242.contig00122	5	1015	8381	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN12869242.fa.gz
NC_004578.1	GI_60	5	SAMN41603575	SAMN41603575.contig00018	4	1619	5056	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E syringae_M	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN41603575.fa.gz
NC_004578.1	GI_60	5	SAMN35826671	SAMN35826671.contig00126	5	4402	8983	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.51/SAMN35826671.fa.gz
NC_004578.1	GI_60	5	SAMEA8653824	SAMEA8653824.contig00044	5	3271	7841	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E viridiflava	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.134/SAMEA8653824.fa.gz
NC_004578.1	GI_7	10	SAMN34299728	SAMN34299728.contig00050	10	5420	20431	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299728.fa.gz
NC_004578.1	GI_7	10	SAMN34299706	SAMN34299706.contig00050	10	5410	20421	Pseudomonas syringae pv. tomato str. DC3000	Pseudomonas_E avellanae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.403/SAMN34299706.fa.gz
NC_007146.2	GI_0	3	SAMN11319459	SAMN11319459.contig00035	3	504	5273	Haemophilus influenzae 86-028NP	Escherichia coli	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.220/SAMN11319459.fa.gz
NC_007146.2	GI_0	3	SAMN11023826	SAMN11023826.contig00061	3	4648	9417	Haemophilus influenzae 86-028NP	Escherichia coli	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.220/SAMN11023826.fa.gz
NC_007146.2	GI_0	3	SAMEA882130	SAMEA882130.contig00367	3	149	4918	Haemophilus influenzae 86-028NP	Klebsiella pneumoniae	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.275/SAMEA882130.fa.gz
NC_007146.2	GI_1	71	SAMEA115183906	SAMEA115183906.contig00003	58	152694	197363	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.93/SAMEA115183906.fa.gz
NC_007146.2	GI_1	71	SAMEA104408499	SAMEA104408499.contig00007	58	14208	58876	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA104408499.fa.gz
NC_007146.2	GI_1	71	SAMEA7624463	SAMEA7624463.contig00001	65	572521	886235	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA7624463.fa.gz
NC_007146.2	GI_1	71	SAMEA110071670	SAMEA110071670.contig00002	58	152742	197356	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA110071670.fa.gz
NC_007146.2	GI_2	11	SAMEA7623526	SAMEA7623526.contig00005	9	43767	49300	Haemophilus influenzae 86-028NP	Haemophilus influenzae_G	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.265/SAMEA7623526.fa.gz
NC_007146.2	GI_2	11	SAMN36970325	SAMN36970325.contig00006	9	2475	8008	Haemophilus influenzae 86-028NP	Haemophilus influenzae_G	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.43/SAMN36970325.fa.gz
NC_007146.2	GI_3	18	SAMEA7623488	SAMEA7623488.contig00005	15	72359	82130	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA7623488.fa.gz
NC_007146.2	GI_3	18	SAMEA1411846	SAMEA1411846.contig00005	15	72383	81630	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA1411846.fa.gz
NC_007146.2	GI_3	18	SAMEA7621511	SAMEA7621511.contig00005	15	36228	46098	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.264/SAMEA7621511.fa.gz
NC_007146.2	GI_3	18	SAMEA14430413	SAMEA14430413.contig00005	15	47243	56500	Haemophilus influenzae 86-028NP	Haemophilus influenzae_E	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.incr_release.202408.batch.93/SAMEA14430413.fa.gz
NC_007530.2	GI_0	6	SAMN03757457	SAMN03757457.contig00007	6	181231	188752	Bacillus anthracis str. 'Ames Ancestor'	Bacillus_A anthracis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.13/SAMN03757457.fa.gz
NC_007530.2	GI_0	6	SAMN07332912	SAMN07332912.contig00007	6	181205	188726	Bacillus anthracis str. 'Ames Ancestor'	Bacillus_A anthracis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.13/SAMN07332912.fa.gz
NC_007530.2	GI_0	6	SAMEA8914726	SAMEA8914726.contig00010	6	49505	57026	Bacillus anthracis str. 'Ames Ancestor'	Bacillus_A anthracis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.13/SAMEA8914726.fa.gz
NC_007530.2	GI_0	6	SAMN07332917	SAMN07332917.contig00005	6	181209	188730	Bacillus anthracis str. 'Ames Ancestor'	Bacillus_A anthracis	/scratch/projekte/MF1_Bioinformatics/2025-mobilome-vincent/allTheBacteria/batch/atb.assembly.r0.2.batch.13/SAMN07332917.fa.gz
